Transaction Date,Post Date,Description,Category,Type,Amount,Memo
09/09/2023,09/12/2023,LITTLE WOODROWS - 6TH STR,Food & Drink,Sale,-25.05,
09/10/2023,09/12/2023,WHATABURGER 347    Q26,Food & Drink,Sale,-20.65,
09/08/2023,09/11/2023,SUSHI JUNAI 2,Food & Drink,Sale,-85.00,
09/09/2023,09/10/2023,CHEVRON 0381691,Gas,Sale,-12.97,
09/09/2023,09/10/2023,SODA SNACK VENDING,Food & Drink,Sale,-2.10,
09/07/2023,09/10/2023,JERSEY MIKES 15003,Food & Drink,Sale,-12.38,
09/10/2023,09/10/2023,SQ *STONY'S PIZZA TRAILER,Food & Drink,Sale,-19.92,
09/08/2023,09/08/2023,Payment Thank You-Mobile,,Payment,378.63,
09/07/2023,09/08/2023,CHEVRON 0381691,Gas,Sale,-87.50,
09/07/2023,09/08/2023,TM *ZACH BRYAN,Entertainment,Sale,-427.64,
09/07/2023,09/08/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-14.57,
09/07/2023,09/08/2023,CHEWY.COM,Shopping,Sale,-63.86,
09/08/2023,09/08/2023,AMZN Mktp US*TL2Y62S21,Shopping,Sale,-49.99,
09/07/2023,09/08/2023,CHEVRON 0381691,Gas,Sale,-7.12,
09/06/2023,09/07/2023,VETSOURCE,Personal,Sale,-25.78,
09/06/2023,09/07/2023,JIFFY LUBE #2926,Automotive,Sale,-75.57,
09/04/2023,09/06/2023,ZARA USA 3950,Shopping,Sale,-82.06,
09/04/2023,09/06/2023,STARBUCKS STORE 48298,Food & Drink,Sale,-17.08,
09/05/2023,09/06/2023,CHEVRON 0381691,Gas,Sale,-20.09,
09/04/2023,09/06/2023,LULULEMON THE DOMAIN,Shopping,Sale,-158.05,
09/05/2023,09/06/2023,Payment Thank You-Mobile,,Payment,900.10,
09/04/2023,09/05/2023,SP TECOVAS,Shopping,Sale,-178.61,
09/04/2023,09/05/2023,LS IMPOSSIBLE KICKS,Shopping,Sale,-497.95,
09/01/2023,09/03/2023,DOGWOOD BAR AND GRILL -DO,Food & Drink,Sale,-13.25,
09/01/2023,09/03/2023,DD DOORDASH FIREHOUSE,Food & Drink,Sale,-27.95,
09/01/2023,09/01/2023,Payment Thank You-Mobile,,Payment,138.89,
08/31/2023,09/01/2023,H-E-B  #202,Groceries,Sale,-135.44,
08/31/2023,09/01/2023,CHEVRON 0381691,Gas,Sale,-12.44,
08/31/2023,09/01/2023,DD DOORDASH POTBELLYS,Food & Drink,Sale,-34.46,
08/30/2023,08/31/2023,DD DOORDASH TARGET,Food & Drink,Sale,-63.61,
08/31/2023,08/31/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-14.57,
08/30/2023,08/31/2023,H-E-B  #202,Groceries,Sale,-45.40,
08/30/2023,08/31/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.31,
08/30/2023,08/30/2023,Payment Thank You-Mobile,,Payment,93.50,
08/29/2023,08/29/2023,Payment Thank You-Mobile,,Payment,558.67,
08/28/2023,08/29/2023,LA FITNESS,Health & Wellness,Sale,-43.29,
08/28/2023,08/29/2023,CHEVRON 0381691,Gas,Sale,-12.97,
08/28/2023,08/29/2023,DD DOORDASH ITSJUSTWI,Food & Drink,Sale,-30.00,
08/28/2023,08/29/2023,CHEVRON 0381691,Gas,Sale,-7.24,
08/26/2023,08/28/2023,BUC-EE'S #22,Groceries,Sale,-14.45,
08/27/2023,08/28/2023,MANAGE INN CAHOOTS  LLC,Food & Drink,Sale,-10.10,
08/27/2023,08/28/2023,MANAGE INN CAHOOTS  LLC,Food & Drink,Sale,-32.82,
08/25/2023,08/27/2023,CHEVRON 0381691,Gas,Sale,-4.87,
08/24/2023,08/27/2023,RIVIERA EXXON,Gas,Sale,-14.26,
08/24/2023,08/27/2023,RIVIERA EXXON,Gas,Sale,-75.00,
08/25/2023,08/27/2023,GLORIAS RESTAURANT #11,Food & Drink,Sale,-66.30,
08/24/2023,08/25/2023,H-E-B  #202,Groceries,Sale,-24.25,
08/23/2023,08/24/2023,CHEVRON 0381691,Gas,Sale,-7.24,
08/23/2023,08/24/2023,DD DOORDASH EASTSIDEP,Food & Drink,Sale,-29.19,
08/23/2023,08/24/2023,H-E-B  #202,Groceries,Sale,-133.80,
08/24/2023,08/24/2023,DD DOORDASH TORCHYSTA,Food & Drink,Sale,-18.38,
08/23/2023,08/23/2023,Payment Thank You-Mobile,,Payment,207.65,
08/22/2023,08/23/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.53,
08/22/2023,08/23/2023,EINSTEIN BROS BAGELS3487,Food & Drink,Sale,-15.02,
08/22/2023,08/23/2023,TARGET        00023424,Groceries,Sale,-76.15,
08/22/2023,08/23/2023,WALGREENS #3092,Health & Wellness,Sale,-21.31,
08/20/2023,08/22/2023,P. TERRYS STAND #7,Food & Drink,Sale,-9.69,
08/21/2023,08/22/2023,CHEVRON 0381691,Gas,Sale,-28.60,
08/20/2023,08/21/2023,EXXON BURPY MARKET,Gas,Sale,-11.99,
08/20/2023,08/21/2023,P. TERRYS STAND #7,Food & Drink,Sale,-15.10,
08/19/2023,08/20/2023,TST* LATCHKEY,Food & Drink,Sale,-12.00,
08/18/2023,08/20/2023,CHEVRON 0381691,Gas,Sale,-14.05,
08/19/2023,08/20/2023,MANAGE INN CAHOOTS  LLC,Food & Drink,Sale,-17.68,
08/19/2023,08/20/2023,MANAGE INN CAHOOTS  LLC,Food & Drink,Sale,-5.41,
08/17/2023,08/17/2023,Payment Thank You-Mobile,,Payment,585.95,
08/16/2023,08/17/2023,TARGET        00000950,Shopping,Sale,-27.59,
08/15/2023,08/17/2023,SHELL OIL 12645906004,Gas,Sale,-63.17,
08/15/2023,08/17/2023,SHELL OIL 12645906004,Gas,Sale,-2.37,
08/15/2023,08/16/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
08/15/2023,08/16/2023,COA PARKS &amp; REC,Travel,Sale,-28.00,
08/15/2023,08/15/2023,Payment Thank You-Mobile,,Payment,417.44,
08/14/2023,08/15/2023,H-E-B  #202,Groceries,Sale,-91.31,
08/14/2023,08/15/2023,CHEVRON 0381691,Gas,Sale,-12.97,
08/13/2023,08/14/2023,DD DOORDASH FIREHOUSE,Food & Drink,Sale,-27.05,
08/12/2023,08/14/2023,SHELL OIL 57542085402,Gas,Sale,-21.62,
08/14/2023,08/14/2023,DD DOORDASH FIREHOUSE,Food & Drink,Sale,-24.10,
08/11/2023,08/13/2023,JERSEY MIKES 15048,Food & Drink,Sale,-16.94,
08/11/2023,08/13/2023,GLF*HarveyPenickGC,Entertainment,Sale,-92.00,
08/12/2023,08/13/2023,MANAGE INN CAHOOTS  LLC,Food & Drink,Sale,-6.41,
08/11/2023,08/13/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.00,
08/12/2023,08/13/2023,MANAGE INN CAHOOTS  LLC,Food & Drink,Sale,-35.91,
08/11/2023,08/13/2023,LA FIT *ANNUALFEE,Health & Wellness,Sale,-53.04,
08/12/2023,08/13/2023,DD DOORDASH POKEWORKS,Food & Drink,Sale,-28.97,
08/12/2023,08/13/2023,THE LUCKY DUCK,Food & Drink,Sale,-17.00,
08/12/2023,08/13/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
08/10/2023,08/11/2023,NI CAFE,Food & Drink,Sale,-7.38,
08/10/2023,08/11/2023,VETSOURCE,Personal,Sale,-25.78,
08/10/2023,08/11/2023,CHEVRON 0381691,Gas,Sale,-17.29,
08/10/2023,08/11/2023,DD DOORDASH VELVETTAC,Food & Drink,Sale,-27.33,
08/09/2023,08/11/2023,FIREHOUSE SUBS 0466 QSR,Food & Drink,Sale,-17.85,
08/09/2023,08/10/2023,LEANDER DENTAL CARE,Health & Wellness,Sale,-18.00,
08/09/2023,08/10/2023,LEANDER DENTAL CARE,Health & Wellness,Sale,-129.20,
08/08/2023,08/09/2023,CHEVRON 0381691,Gas,Sale,-70.26,
08/08/2023,08/09/2023,CHEVRON 0381691,Gas,Sale,-6.48,
08/07/2023,08/08/2023,DD DOORDASH VELVETTAC,Food & Drink,Sale,-27.33,
08/07/2023,08/08/2023,GLF*GOLFCLUBSTARRANCH,Entertainment,Sale,-143.93,
08/06/2023,08/08/2023,SHELL OIL 12645906004,Gas,Sale,-5.93,
08/07/2023,08/08/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
08/07/2023,08/07/2023,Payment Thank You-Mobile,,Payment,433.87,
08/06/2023,08/07/2023,TST* LUCKY RABBIT,Food & Drink,Sale,-6.31,
08/05/2023,08/06/2023,TST* MEAN EYED CAT,Food & Drink,Sale,-32.08,
08/03/2023,08/06/2023,TST* Cafe No Se,Food & Drink,Sale,-53.25,
08/05/2023,08/06/2023,MANAGE INN CAHOOTS  LLC,Food & Drink,Sale,-10.10,
08/06/2023,08/06/2023,Etsy.com - Fingtech,Shopping,Sale,-35.18,
08/05/2023,08/06/2023,SQ *INN CAHOOTS,Food & Drink,Sale,-16.10,
08/03/2023,08/06/2023,THE CONTINENTAL CLUB,Food & Drink,Sale,-7.25,
08/04/2023,08/06/2023,TST* LATCHKEY,Food & Drink,Sale,-7.00,
08/04/2023,08/06/2023,TST* LATCHKEY,Food & Drink,Sale,-20.00,
08/03/2023,08/04/2023,NI CAFE,Food & Drink,Sale,-7.38,
08/03/2023,08/04/2023,DD DOORDASH WHICHWICH,Food & Drink,Sale,-19.54,
08/03/2023,08/04/2023,CHEVRON 0381691,Gas,Sale,-12.97,
08/02/2023,08/03/2023,H-E-B  #202,Groceries,Sale,-120.85,
08/02/2023,08/03/2023,EXXON 7-ELEVEN 36630,Gas,Sale,-54.03,
08/02/2023,08/02/2023,Payment Thank You-Mobile,,Payment,43.55,
08/02/2023,08/02/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.53,
08/01/2023,08/02/2023,TST* Cabo Bobs Burritos,Food & Drink,Sale,-22.61,
07/31/2023,08/01/2023,P. TERRYS STAND #8,Food & Drink,Sale,-14.40,
07/31/2023,08/01/2023,7-ELEVEN 36596,Gas,Sale,-16.32,
07/31/2023,08/01/2023,TST* Cabo Bobs Burritos,Food & Drink,Sale,-12.83,
08/01/2023,08/01/2023,Payment Thank You-Mobile,,Payment,236.07,
07/30/2023,07/31/2023,GLF*CRYSTALFALLSGC,Entertainment,Sale,-55.00,
07/28/2023,07/30/2023,FIT AUSTIN-ANDERSON LN,Health & Wellness,Sale,-91.99,
07/27/2023,07/28/2023,CHEVRON 0381691,Gas,Sale,-12.97,
07/26/2023,07/28/2023,CINEPOLIS  - TRAILS,Food & Drink,Sale,-14.62,
07/26/2023,07/27/2023,COA PARKS &amp; REC,Travel,Sale,-28.00,
07/26/2023,07/27/2023,7-ELEVEN 36564,Gas,Sale,-8.16,
07/26/2023,07/26/2023,Payment Thank You-Mobile,,Payment,335.81,
07/25/2023,07/26/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-16.94,
07/25/2023,07/26/2023,FANDANGO,Entertainment,Sale,-8.39,
07/24/2023,07/25/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-16.49,
07/24/2023,07/25/2023,H-E-B #029,Groceries,Sale,-103.34,
07/24/2023,07/25/2023,P. TERRYS STAND #6,Food & Drink,Sale,-14.18,
07/23/2023,07/25/2023,RIVERSIDE GOLF COURSE,Entertainment,Sale,-34.60,
07/24/2023,07/24/2023,Payment Thank You-Mobile,,Payment,446.14,
07/23/2023,07/24/2023,TST* LATCHKEY,Food & Drink,Sale,-7.00,
07/23/2023,07/24/2023,TST* LATCHKEY,Food & Drink,Sale,-36.00,
07/23/2023,07/24/2023,Amazon.com*FP6WO9MM3,Shopping,Sale,-69.35,
07/22/2023,07/24/2023,PROFESSIONAL PARKING M,Travel,Sale,-5.96,
07/23/2023,07/24/2023,TST* LATCHKEY,Food & Drink,Sale,-21.00,
07/23/2023,07/24/2023,TST* LATCHKEY,Food & Drink,Sale,-6.00,
07/23/2023,07/24/2023,DD DOORDASH FIREHOUSE,Food & Drink,Sale,-21.89,
07/20/2023,07/23/2023,SHELL OIL 57543321004,Gas,Sale,-10.80,
07/22/2023,07/23/2023,CHEWY.COM,Shopping,Sale,-63.86,
07/21/2023,07/23/2023,VCA ANIMAL HOSP #679,Personal,Sale,-219.35,
07/21/2023,07/23/2023,TASTY WEASEL AUSTIN,Food & Drink,Sale,-19.78,
07/22/2023,07/23/2023,CHEVRON 0309230,Gas,Sale,-3.24,
07/20/2023,07/23/2023,CIRCLE K #2740080,Gas,Sale,-75.00,
07/22/2023,07/23/2023,7-ELEVEN 38615,Gas,Sale,-17.31,
07/20/2023,07/23/2023,CIRCLE K #2740080,Gas,Sale,-2.80,
07/19/2023,07/21/2023,LIONS MUNICIPAL GOLF,Entertainment,Sale,-10.00,
07/20/2023,07/21/2023,COA PARKS &amp; REC,Travel,Sale,-14.00,
07/20/2023,07/20/2023,Payment Thank You-Mobile,,Payment,288.74,
07/18/2023,07/20/2023,LIONS MUNICIPAL GOLF,Entertainment,Sale,-10.00,
07/17/2023,07/19/2023,7-ELEVEN 36577,Gas,Sale,-3.24,
07/17/2023,07/18/2023,H-E-B #029,Groceries,Sale,-208.24,
07/17/2023,07/18/2023,DD DOORDASH TORCHYSTA,Food & Drink,Sale,-24.90,
07/17/2023,07/18/2023,DD DOORDASH MADAMMAMS,Food & Drink,Sale,-31.58,
07/18/2023,07/18/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-15.53,
07/17/2023,07/17/2023,Payment Thank You-Mobile,,Payment,717.69,
07/15/2023,07/17/2023,P. TERRY'S STAND #26,Food & Drink,Sale,-5.25,
07/15/2023,07/16/2023,SQ *TEXAS STATE TUBES,Entertainment,Sale,-305.00,
07/15/2023,07/16/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-14.57,
07/14/2023,07/16/2023,SURF THRU AUSTIN,Automotive,Sale,-9.00,
07/13/2023,07/16/2023,P. TERRYS STAND #6,Food & Drink,Sale,-7.47,
07/14/2023,07/16/2023,BALCONES COUNTRY CLUB,Health & Wellness,Sale,-3.25,
07/14/2023,07/16/2023,P. TERRYS STAND #8,Food & Drink,Sale,-9.80,
07/14/2023,07/16/2023,SQ *BEYOND GOLF PERFORMAN,Education,Sale,-100.00,
07/13/2023,07/16/2023,SHELL OIL 57543321004,Gas,Sale,-10.80,
07/14/2023,07/16/2023,NORDSTROM #0733,Shopping,Sale,-103.92,
07/12/2023,07/14/2023,SHELL OIL 57543321004,Gas,Sale,-7.56,
07/13/2023,07/13/2023,SP JAXXON LLC.,Shopping,Sale,-113.77,
07/12/2023,07/13/2023,VETSOURCE,Personal,Sale,-25.78,
07/12/2023,07/12/2023,Payment Thank You-Mobile,,Payment,138.99,
07/10/2023,07/12/2023,SHELL OIL 57543321004,Gas,Sale,-6.77,
07/10/2023,07/11/2023,H-E-B #029,Groceries,Sale,-94.66,
07/10/2023,07/11/2023,NI CAFE,Food & Drink,Sale,-7.38,
07/10/2023,07/11/2023,NI CAFE,Food & Drink,Sale,-4.77,
07/10/2023,07/11/2023,DD DOORDASH P.TERRYSB,Food & Drink,Sale,-16.29,
07/09/2023,07/11/2023,JERSEY MIKES 15053,Food & Drink,Sale,-15.89,
07/10/2023,07/10/2023,Payment Thank You-Mobile,,Payment,265.00,
07/05/2023,07/07/2023,JERSEY MIKES 15053,Food & Drink,Sale,-13.52,
07/05/2023,07/07/2023,SHELL OIL 57543321004,Gas,Sale,-52.77,
07/05/2023,07/06/2023,DD DOORDASH WINGSTOP,Food & Drink,Sale,-21.50,
07/04/2023,07/06/2023,7-ELEVEN 36610,Gas,Sale,-21.63,
07/03/2023,07/05/2023,SHELL OIL 57543321004,Gas,Sale,-6.87,
07/04/2023,07/05/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-14.57,
07/04/2023,07/05/2023,DD DOORDASH SONICDRIV,Food & Drink,Sale,-23.00,
07/04/2023,07/04/2023,Payment Thank You-Mobile,,Payment,521.14,
07/02/2023,07/04/2023,P. TERRYS STAND #8,Food & Drink,Sale,-10.50,
07/02/2023,07/04/2023,7-ELEVEN 35471,Gas,Sale,-19.24,
07/02/2023,07/04/2023,7-ELEVEN 35471,Gas,Sale,-81.40,
07/02/2023,07/03/2023,JIMMY JOHNS - 4185,Food & Drink,Sale,-9.65,
07/01/2023,07/03/2023,7-ELEVEN 36577,Gas,Sale,-3.24,
07/01/2023,07/03/2023,LIONS MUNICIPAL GOLF,Entertainment,Sale,-10.00,
07/02/2023,07/03/2023,GLF*CRYSTALFALLSGC,Entertainment,Sale,-155.00,
07/01/2023,07/03/2023,GLF*GolfNowReservation,Entertainment,Sale,-8.08,
07/02/2023,07/03/2023,TST* LATCHKEY,Food & Drink,Sale,-12.00,
07/02/2023,07/03/2023,TST* LATCHKEY,Food & Drink,Sale,-12.00,
07/02/2023,07/03/2023,TST* THE CAT'S PAJAMAS,Food & Drink,Sale,-9.00,
06/30/2023,07/02/2023,H-E-B #029,Groceries,Sale,-130.51,
06/30/2023,07/02/2023,7-ELEVEN 36577,Gas,Sale,-14.19,
06/30/2023,07/02/2023,LIONS MUNICIPAL GOLF,Entertainment,Sale,-10.00,
07/01/2023,07/02/2023,DD DOORDASH TORCHYSTA,Food & Drink,Sale,-20.00,
06/30/2023,07/02/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
07/01/2023,07/02/2023,H-E-B #029,Groceries,Sale,-13.26,
06/30/2023,07/02/2023,DD DOORDASH HAWAIIANB,Food & Drink,Sale,-23.66,
06/29/2023,06/30/2023,NI CAFE,Food & Drink,Sale,-0.90,
06/28/2023,06/30/2023,SHELL OIL 57543321004,Gas,Sale,-15.38,
06/29/2023,06/30/2023,NI CAFE,Food & Drink,Sale,-8.76,
06/29/2023,06/29/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-14.77,
06/27/2023,06/29/2023,P. TERRYS STAND #6,Food & Drink,Sale,-12.12,
06/28/2023,06/28/2023,Payment Thank You-Mobile,,Payment,18.21,
06/27/2023,06/28/2023,DD DOORDASH TORCHYSTA,Food & Drink,Sale,-18.62,
06/26/2023,06/28/2023,LIONS MUNICIPAL GOLF,Entertainment,Sale,-10.00,
06/27/2023,06/27/2023,Payment Thank You-Mobile,,Payment,182.46,
06/26/2023,06/27/2023,DD DOORDASH TORCHYSTA,Food & Drink,Sale,-18.21,
06/25/2023,06/26/2023,CHEWY.COM,Shopping,Sale,-63.86,
06/25/2023,06/26/2023,Payment Thank You-Mobile,,Payment,487.42,
06/24/2023,06/26/2023,SHELL OIL 57543321004,Gas,Sale,-59.99,
06/24/2023,06/26/2023,RIVERSIDE GOLF COURSE,Entertainment,Sale,-48.71,
06/25/2023,06/26/2023,P. TERRYS STAND #6,Food & Drink,Sale,-9.90,
06/23/2023,06/25/2023,SHELL OIL 57543321004,Gas,Sale,-28.11,
06/23/2023,06/25/2023,SHANGRI-LA - AUSTIN,Food & Drink,Sale,-11.00,
06/24/2023,06/25/2023,SQ *TAQUERIA DONA JUANITA,Food & Drink,Sale,-14.07,
06/23/2023,06/25/2023,RIVERSIDE GOLF COURSE,Entertainment,Sale,-34.24,
06/25/2023,06/25/2023,HUCKBERRY INC,Shopping,Sale,-33.55,
06/25/2023,06/25/2023,WEARYOURBEER.COM,Shopping,Sale,-35.98,
06/23/2023,06/25/2023,P. TERRYS STAND #6,Food & Drink,Sale,-9.90,
06/24/2023,06/25/2023,TST* LATCHKEY,Food & Drink,Sale,-10.00,
06/22/2023,06/23/2023,DD *SUBWAY,Food & Drink,Sale,-14.77,
06/21/2023,06/22/2023,H-E-B #029,Groceries,Sale,-129.44,
06/21/2023,06/21/2023,Payment Thank You-Mobile,,Payment,442.45,
06/20/2023,06/21/2023,DD *CABOBOBSBUR,Food & Drink,Sale,-22.00,
06/19/2023,06/21/2023,BLACKHAWK GOLF CLUB,Entertainment,Sale,-108.26,
06/20/2023,06/21/2023,H-E-B #029,Groceries,Sale,-2.34,
06/19/2023,06/21/2023,P. TERRYS STAND #8,Food & Drink,Sale,-3.73,
06/19/2023,06/21/2023,P. TERRYS STAND #8,Food & Drink,Sale,-8.39,
06/19/2023,06/21/2023,BLACKHAWK GOLF CLUB,Entertainment,Sale,-21.64,
06/18/2023,06/20/2023,SHELL OIL 12645906004,Gas,Sale,-31.99,
06/18/2023,06/20/2023,SHELL OIL 12645906004,Gas,Sale,-2.70,
06/18/2023,06/19/2023,COA PARKS &amp; REC,Travel,Sale,-14.00,
06/17/2023,06/19/2023,GULF OIL 92053551,Gas,Sale,-16.77,
06/17/2023,06/19/2023,SHELL OIL 57545847402,Gas,Sale,-7.89,
06/18/2023,06/19/2023,DD *TORCHYSTACOS,Food & Drink,Sale,-21.84,
06/17/2023,06/18/2023,THE LUCKY DUCK,Food & Drink,Sale,-17.00,
06/16/2023,06/18/2023,TST* Flos Wine Bar &amp; Bot,Food & Drink,Sale,-15.39,
06/17/2023,06/18/2023,LEFT HOUSE LLC,Food & Drink,Sale,-35.00,
06/16/2023,06/18/2023,GLF*GolfNowReservation,Entertainment,Sale,-5.39,
06/17/2023,06/18/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
06/16/2023,06/18/2023,TST* Flos Wine Bar &amp; Bot,Food & Drink,Sale,-75.54,
06/16/2023,06/18/2023,SHELL OIL 57543321004,Gas,Sale,-10.80,
06/15/2023,06/16/2023,NI CAFE,Food & Drink,Sale,-10.71,
06/15/2023,06/16/2023,BEST BUY      00001784,Shopping,Sale,-75.76,
06/15/2023,06/16/2023,PETSMART # 0192,Shopping,Sale,-54.64,
06/13/2023,06/15/2023,P. TERRYS STAND #6,Food & Drink,Sale,-7.47,
06/14/2023,06/15/2023,VETSOURCE,Personal,Sale,-25.78,
06/14/2023,06/14/2023,Payment Thank You-Mobile,,Payment,215.16,
06/12/2023,06/14/2023,SHELL OIL 57543321004,Gas,Sale,-3.78,
06/12/2023,06/13/2023,DD *HALALBROS,Food & Drink,Sale,-26.38,
06/12/2023,06/13/2023,DD *TORCHYSTACOS,Food & Drink,Sale,-24.90,
06/12/2023,06/13/2023,H-E-B #029,Groceries,Sale,-143.71,
06/12/2023,06/12/2023,Payment Thank You-Mobile,,Payment,204.15,
06/09/2023,06/12/2023,GINOS VINO ON THE GREE,Food & Drink,Sale,-2.78,
06/10/2023,06/12/2023,SHELL OIL 57545847402,Gas,Sale,-8.64,
06/10/2023,06/12/2023,SHELL OIL 57541302105,Gas,Sale,-8.75,
06/10/2023,06/11/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
06/09/2023,06/11/2023,SHELL OIL 12421948006,Gas,Sale,-63.99,
06/09/2023,06/11/2023,SHELL OIL 12421948006,Gas,Sale,-24.98,
06/09/2023,06/11/2023,GLF*CRYSTALFALLSGC,Entertainment,Sale,-80.32,
06/10/2023,06/11/2023,SQ *PETER PAN MINI GOLF,Entertainment,Sale,-9.74,
06/08/2023,06/11/2023,POTBELLY #161,Food & Drink,Sale,-11.34,
06/07/2023,06/09/2023,SHELL OIL 57543321004,Gas,Sale,-3.78,
06/08/2023,06/09/2023,Payment Thank You-Mobile,,Payment,285.02,
06/06/2023,06/08/2023,SHELL OIL 57543321004,Gas,Sale,-3.78,
06/07/2023,06/08/2023,GLF*GolfNowReservation,Entertainment,Sale,-10.79,
06/05/2023,06/08/2023,POTBELLY #458,Food & Drink,Sale,-17.12,
06/06/2023,06/07/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
06/06/2023,06/06/2023,Payment Thank You-Mobile,,Payment,119.93,
06/05/2023,06/06/2023,H-E-B #029,Groceries,Sale,-206.36,
06/04/2023,06/06/2023,BAJA FRESH,Food & Drink,Sale,-14.08,
06/04/2023,06/06/2023,CINNABON D LAS,Food & Drink,Sale,-16.98,
06/04/2023,06/06/2023,EXC - STARBUCKS RTUNDA,Food & Drink,Sale,-5.91,
06/05/2023,06/05/2023,Payment Thank You-Mobile,,Payment,213.48,
06/03/2023,06/05/2023,JOHNNY ROCKETS EXCALIB,Food & Drink,Sale,-22.75,
06/03/2023,06/05/2023,EXC - SWORD &amp; STONE BAR,Food & Drink,Sale,-15.01,
06/03/2023,06/05/2023,EAST SIDE LOUNGE - ENC,Food & Drink,Sale,-17.17,
06/04/2023,06/05/2023,XS - ENCORE,Food & Drink,Sale,-16.00,
06/03/2023,06/05/2023,BEACH CLUB-ENCORE,Food & Drink,Sale,-49.00,
06/02/2023,06/04/2023,OYO STEAK N SHAKE,Food & Drink,Sale,-17.25,
06/03/2023,06/04/2023,THE MARKET,Shopping,Sale,-13.99,
06/02/2023,06/04/2023,AUSTIN AIRPORT-RETAIL,Shopping,Sale,-31.39,
06/03/2023,06/04/2023,RWLV ZOUK NIGHTCLUB,Food & Drink,Sale,-16.00,
06/02/2023,06/04/2023,THE MARKET,Shopping,Sale,-28.49,
06/02/2023,06/04/2023,AUSTIN AIRPORT-F&amp;B,Food & Drink,Sale,-21.16,
06/02/2023,06/04/2023,DD *SUBWAY,Food & Drink,Sale,-14.77,
06/03/2023,06/04/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
06/02/2023,06/04/2023,SHELL OIL 12508189003,Gas,Sale,-45.66,
06/02/2023,06/02/2023,Payment Thank You-Mobile,,Payment,12.94,
06/01/2023,06/02/2023,DD *SUBWAY,Food & Drink,Sale,-14.77,
05/30/2023,06/01/2023,P. TERRYS STAND #6,Food & Drink,Sale,-12.94,
05/31/2023,06/01/2023,Payment Thank You-Mobile,,Payment,61.64,
05/28/2023,05/30/2023,LEANDER STORES LLC,Gas,Sale,-16.64,
05/29/2023,05/29/2023,Payment Thank You-Mobile,,Payment,110.62,
05/28/2023,05/29/2023,TST* LATCHKEY,Food & Drink,Sale,-25.00,
05/28/2023,05/29/2023,TST* LATCHKEY,Food & Drink,Sale,-20.00,
05/27/2023,05/28/2023,H-E-B #029,Groceries,Sale,-46.76,
05/27/2023,05/28/2023,Payment Thank You-Mobile,,Payment,237.17,
05/27/2023,05/28/2023,CHEWY.COM,Shopping,Sale,-63.86,
05/25/2023,05/26/2023,H-E-B #029,Groceries,Sale,-169.59,
05/26/2023,05/26/2023,DD DOORDASH POKEWORKS,Food & Drink,Sale,-18.76,
05/25/2023,05/26/2023,DD DOORDASH THEKEBABS,Food & Drink,Sale,-26.00,
05/25/2023,05/25/2023,DD DOORDASH NSTARDONU,Food & Drink,Sale,-3.82,
05/25/2023,05/25/2023,DD DOORDASH ROSENSBAG,Food & Drink,Sale,-19.00,
05/24/2023,05/24/2023,Payment Thank You-Mobile,,Payment,241.12,
05/18/2023,05/21/2023,7-ELEVEN 32654,Gas,Sale,-8.16,
05/19/2023,05/21/2023,TXTAG 888 468 9824,Travel,Sale,-10.00,
05/18/2023,05/21/2023,P. TERRYS STAND #14,Food & Drink,Sale,-7.36,
05/19/2023,05/21/2023,4UP*FALCONHEAD GC,Entertainment,Sale,-75.78,
05/17/2023,05/19/2023,RAISING CANES 0115,Food & Drink,Sale,-16.94,
05/18/2023,05/19/2023,JIMMY JOHNS 1810,Food & Drink,Sale,-16.50,
05/18/2023,05/18/2023,DD DOORDASH TACOBELL,Food & Drink,Sale,-21.16,
05/17/2023,05/18/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-14.77,
05/17/2023,05/18/2023,VETSOURCE,Personal,Sale,-25.78,
05/17/2023,05/17/2023,Payment Thank You-Mobile,,Payment,14.77,
05/16/2023,05/17/2023,AMZN Mktp US*7H7W24OB3,Shopping,Sale,-44.67,
05/15/2023,05/16/2023,DD DOORDASH SUBWAY,Food & Drink,Sale,-14.77,
05/16/2023,05/16/2023,Payment Thank You-Mobile,,Payment,1214.38,
05/13/2023,05/15/2023,TST* Mighty Fine Burgers,Food & Drink,Sale,-17.06,
